124.0, 121.0
119.0, 143.0
125.0, 130.0
33.0, 155.0
54.0, 185.0
202.0, 200.0
134.0, 142.0
144.0, 153.0
158.0, 158.0
170.0, 148.0
183.0, 156.0
191.0, 169.0
199.0, 182.0
38.0, 175.0
124.0, 121.0
119.0, 143.0
151.0, 93.0
173.0, 127.0
162.0, 102.0
171.0, 113.0
142.0, 118.0
175.0, 193.0
158.0, 123.0
167.0, 137.0
169.0, 157.0
173.0, 176.0
128.0, 89.0
98.0, 131.0
72.0, 147.0
204.0, 163.0
137.0, 101.0
151.0, 109.0
165.0, 116.0
179.0, 124.0
188.0, 136.0
197.0, 149.0
96.0, 113.0
82.0, 116.0
76.0, 132.0
143.0, 126.0
143.0, 135.0
134.0, 89.0
183.0, 115.0
42.0, 145.0
217.0, 175.0
116.0, 89.0
108.0, 102.0
92.0, 108.0
76.0, 114.0
60.0, 120.0
50.0, 131.0
194.0, 129.0
206.0, 141.0
215.0, 157.0
168.0, 103.0
196.0, 172.0
182.0, 114.0
190.0, 131.0
194.0, 151.0
116.0, 114.0
160.0, 168.0
124.0, 126.0
138.0, 133.0
149.0, 142.0
158.0, 154.0
79.0, 140.0
30.0, 149.0
62.0, 133.0
40.0, 135.0
111.0, 92.0
72.0, 162.0
102.0, 103.0
85.0, 108.0
76.0, 122.0
74.0, 142.0
114.0, 109.0
131.0, 140.0
49.0, 146.0
200.0, 187.0
109.0, 123.0
89.0, 124.0
73.0, 128.0
60.0, 136.0
147.0, 135.0
161.0, 142.0
170.0, 154.0
182.0, 163.0
191.0, 175.0
62.0, 39.0
63.0, 40.0
134.0, 92.0
73.0, 139.0
124.0, 102.0
106.0, 106.0
92.0, 114.0
80.0, 124.0
157.0, 88.0
124.0, 121.0
153.0, 128.0
96.0, 184.0
163.0, 101.0
158.0, 114.0
132.0, 135.0
134.0, 147.0
136.0, 159.0
129.0, 169.0
125.0, 183.0
110.0, 188.0
82.0, 79.0
83.0, 91.0
124.0, 89.0
131.0, 168.0
120.0, 110.0
127.0, 127.0
128.0, 149.0
155.0, 166.0
173.0, 196.0
171.0, 175.0
201.0, 178.0
191.0, 187.0
104.0, 61.0
83.0, 149.0
97.0, 70.0
80.0, 74.0
69.0, 83.0
69.0, 102.0
73.0, 118.0
79.0, 133.0
115.0, 97.0
127.0, 116.0
140.0, 131.0
141.0, 143.0
173.0, 169.0
111.0, 175.0
173.0, 149.0
166.0, 134.0
156.0, 122.0
138.0, 122.0
125.0, 129.0
114.0, 140.0
108.0, 156.0
152.0, 137.0
152.0, 147.0
101.0, 106.0
94.0, 161.0
91.0, 116.0
85.0, 127.0
90.0, 144.0
121.0, 105.0
158.0, 117.0
47.0, 162.0
210.0, 170.0
107.0, 108.0
92.0, 113.0
74.0, 116.0
65.0, 128.0
59.0, 143.0
60.0, 154.0
171.0, 126.0
183.0, 136.0
193.0, 147.0
204.0, 158.0
119.0, 119.0
58.0, 181.0
103.0, 124.0
92.0, 133.0
84.0, 146.0
73.0, 155.0
62.0, 165.0
146.0, 136.0
152.0, 148.0
182.0, 102.0
174.0, 140.0
97.0, 177.0
218.0, 192.0
194.0, 112.0
207.0, 120.0
214.0, 133.0
214.0, 153.0
216.0, 172.0
171.0, 125.0
155.0, 124.0
142.0, 133.0
125.0, 138.0
110.0, 145.0
103.0, 161.0
124.0, 68.0
55.0, 134.0
156.0, 138.0
212.0, 143.0
116.0, 83.0
98.0, 87.0
83.0, 95.0
71.0, 105.0
61.0, 118.0
160.0, 122.0
171.0, 113.0
187.0, 108.0
199.0, 116.0
207.0, 128.0
67.0, 103.0
67.0, 119.0
124.0, 126.0
120.0, 169.0
120.0, 149.0
118.0, 117.0
113.0, 151.0
113.0, 133.0
137.0, 102.0
164.0, 176.0
30.0, 180.0
184.0, 180.0
127.0, 112.0
111.0, 117.0
116.0, 132.0
112.0, 149.0
100.0, 157.0
106.0, 170.0
93.0, 177.0
82.0, 185.0
63.0, 184.0
47.0, 179.0
169.0, 160.0
181.0, 164.0
118.0, 129.0
177.0, 170.0
125.0, 142.0
140.0, 147.0
155.0, 152.0
167.0, 160.0
138.0, 83.0
168.0, 109.0
225.0, 130.0
56.0, 166.0
131.0, 94.0
116.0, 102.0
104.0, 112.0
89.0, 120.0
69.0, 122.0
59.0, 134.0
56.0, 150.0
184.0, 104.0
198.0, 112.0
214.0, 119.0
144.0, 128.0
180.0, 147.0
163.0, 136.0
41.0, 148.0
57.0, 197.0
52.0, 159.0
56.0, 176.0
139.0, 114.0
97.0, 134.0
30.0, 170.0
225.0, 172.0
149.0, 125.0
164.0, 130.0
180.0, 135.0
195.0, 140.0
209.0, 147.0
218.0, 158.0
80.0, 130.0
67.0, 139.0
52.0, 147.0
41.0, 158.0
161.0, 75.0
98.0, 146.0
155.0, 88.0
142.0, 98.0
131.0, 110.0
116.0, 118.0
102.0, 127.0
225.0, 101.0
111.0, 116.0
30.0, 151.0
170.0, 153.0
224.0, 109.0
211.0, 116.0
213.0, 129.0
197.0, 128.0
179.0, 127.0
170.0, 138.0
108.0, 127.0
87.0, 127.0
72.0, 132.0
60.0, 140.0
48.0, 149.0
139.0, 134.0
155.0, 187.0
149.0, 148.0
156.0, 166.0
101.0, 102.0
62.0, 174.0
96.0, 115.0
80.0, 119.0
68.0, 128.0
60.0, 140.0
61.0, 157.0
143.0, 97.0
37.0, 136.0
97.0, 143.0
225.0, 176.0
152.0, 108.0
166.0, 114.0
177.0, 123.0
189.0, 132.0
199.0, 142.0
209.0, 152.0
217.0, 164.0
50.0, 125.0
72.0, 123.0
90.0, 128.0
101.0, 65.0
112.0, 92.0
124.0, 99.0
45.0, 192.0
106.0, 79.0
132.0, 113.0
114.0, 115.0
92.0, 115.0
88.0, 129.0
84.0, 143.0
73.0, 154.0
66.0, 169.0
52.0, 177.0
122.0, 87.0
30.0, 115.0
225.0, 130.0
152.0, 152.0
116.0, 101.0
99.0, 105.0
83.0, 111.0
67.0, 117.0
47.0, 118.0
213.0, 121.0
202.0, 111.0
187.0, 105.0
175.0, 114.0
161.0, 121.0
159.0, 138.0
33.0, 123.0
37.0, 141.0
113.0, 110.0
177.0, 165.0
53.0, 174.0
164.0, 198.0
104.0, 122.0
88.0, 127.0
71.0, 131.0
58.0, 139.0
55.0, 157.0
176.0, 181.0
126.0, 131.0
186.0, 199.0
137.0, 141.0
153.0, 147.0
164.0, 157.0
172.0, 170.0
180.0, 184.0
62.0, 70.0
129.0, 75.0
30.0, 85.0
225.0, 99.0
47.0, 77.0
142.0, 84.0
161.0, 88.0
176.0, 95.0
193.0, 100.0
209.0, 93.0
119.0, 102.0
74.0, 195.0
115.0, 115.0
97.0, 119.0
77.0, 120.0
64.0, 128.0
65.0, 144.0
63.0, 164.0
69.0, 179.0
138.0, 122.0
142.0, 140.0
40.0, 123.0
42.0, 123.0
116.0, 84.0
135.0, 133.0
143.0, 133.0
131.0, 141.0
131.0, 146.0
83.0, 153.0
106.0, 95.0
88.0, 98.0
90.0, 107.0
81.0, 120.0
77.0, 129.0
75.0, 142.0
124.0, 124.0
136.0, 120.0
147.0, 148.0
144.0, 97.0
192.0, 167.0
153.0, 112.0
167.0, 121.0
178.0, 134.0
186.0, 149.0
103.0, 137.0
132.0, 178.0
116.0, 147.0
127.0, 160.0
108.0, 161.0
105.0, 182.0
148.0, 102.0
120.0, 115.0
93.0, 135.0
181.0, 159.0
158.0, 115.0
170.0, 126.0
177.0, 142.0
99.0, 114.0
174.0, 83.0
212.0, 102.0
198.0, 108.0
175.0, 116.0
173.0, 101.0
225.0, 102.0
126.0, 125.0
213.0, 136.0
139.0, 180.0
219.0, 119.0
136.0, 137.0
148.0, 147.0
143.0, 162.0
30.0, 117.0
116.0, 147.0
52.0, 178.0
77.0, 183.0
41.0, 127.0
43.0, 142.0
34.0, 154.0
42.0, 167.0
117.0, 138.0
95.0, 136.0
81.0, 145.0
76.0, 162.0
129.0, 134.0
111.0, 151.0
216.0, 115.0
197.0, 130.0
132.0, 119.0
178.0, 156.0
145.0, 127.0
162.0, 132.0
172.0, 143.0
48.0, 109.0
126.0, 117.0
38.0, 118.0
167.0, 166.0
140.0, 128.0
152.0, 140.0
165.0, 152.0
110.0, 128.0
106.0, 143.0
111.0, 138.0
111.0, 147.0
160.0, 110.0
165.0, 132.0
95.0, 113.0
108.0, 173.0
108.0, 125.0
99.0, 139.0
103.0, 157.0
105.0, 93.0
75.0, 193.0
102.0, 101.0
85.0, 105.0
71.0, 99.0
60.0, 107.0
49.0, 117.0
53.0, 134.0
62.0, 146.0
69.0, 159.0
75.0, 174.0
118.0, 118.0
65.0, 185.0
109.0, 129.0
97.0, 137.0
87.0, 147.0
77.0, 157.0
69.0, 169.0
30.0, 116.0
152.0, 123.0
30.0, 143.0
155.0, 145.0
38.0, 131.0
131.0, 87.0
102.0, 111.0
41.0, 152.0
206.0, 184.0
145.0, 95.0
158.0, 105.0
169.0, 116.0
179.0, 128.0
182.0, 141.0
193.0, 153.0
203.0, 165.0
99.0, 97.0
81.0, 101.0
71.0, 112.0
50.0, 113.0
39.0, 123.0
42.0, 138.0
128.0, 121.0
161.0, 153.0
135.0, 134.0
151.0, 141.0
115.0, 134.0
147.0, 175.0
127.0, 148.0
140.0, 160.0
144.0, 114.0
187.0, 175.0
154.0, 125.0
164.0, 136.0
173.0, 147.0
183.0, 158.0
170.0, 141.0
170.0, 153.0
143.0, 80.0
111.0, 135.0
83.0, 148.0
198.0, 169.0
155.0, 89.0
176.0, 90.0
189.0, 98.0
200.0, 108.0
206.0, 123.0
197.0, 136.0
196.0, 152.0
114.0, 117.0
103.0, 107.0
92.0, 117.0
83.0, 129.0
160.0, 147.0
188.0, 172.0
184.0, 149.0
138.0, 108.0
96.0, 157.0
127.0, 118.0
113.0, 128.0
102.0, 140.0
149.0, 132.0
124.0, 160.0
132.0, 141.0
133.0, 137.0
100.0, 174.0
118.0, 144.0
104.0, 154.0
92.0, 94.0
45.0, 101.0
51.0, 128.0
88.0, 149.0
103.0, 107.0
108.0, 122.0
96.0, 133.0
52.0, 114.0
127.0, 90.0
144.0, 141.0
177.0, 178.0
57.0, 189.0
122.0, 104.0
102.0, 106.0
92.0, 117.0
85.0, 132.0
78.0, 146.0
69.0, 158.0
61.0, 172.0
141.0, 124.0
150.0, 118.0
161.0, 129.0
171.0, 141.0
175.0, 160.0
143.0, 93.0
103.0, 157.0
52.0, 159.0
203.0, 181.0
156.0, 102.0
170.0, 109.0
182.0, 119.0
193.0, 130.0
197.0, 146.0
199.0, 165.0
98.0, 139.0
87.0, 128.0
68.0, 130.0
58.0, 142.0
217.0, 86.0
217.0, 100.0
130.0, 119.0
127.0, 145.0
146.0, 99.0
141.0, 147.0
30.0, 162.0
225.0, 171.0
156.0, 111.0
173.0, 115.0
188.0, 122.0
199.0, 132.0
210.0, 143.0
219.0, 155.0
137.0, 130.0
124.0, 133.0
112.0, 142.0
95.0, 145.0
77.0, 148.0
60.0, 151.0
42.0, 154.0
139.0, 140.0
115.0, 172.0
131.0, 153.0
114.0, 156.0
100.0, 64.0
196.0, 148.0
108.0, 76.0
122.0, 82.0
139.0, 86.0
151.0, 94.0
161.0, 104.0
171.0, 114.0
181.0, 125.0
190.0, 136.0
125.0, 114.0
122.0, 122.0
137.0, 110.0
104.0, 157.0
127.0, 120.0
113.0, 126.0
104.0, 137.0
108.0, 121.0
89.0, 159.0
87.0, 119.0
86.0, 139.0
115.0, 123.0
89.0, 188.0
99.0, 125.0
77.0, 126.0
62.0, 133.0
47.0, 141.0
58.0, 152.0
67.0, 165.0
78.0, 177.0
151.0, 115.0
195.0, 166.0
160.0, 130.0
173.0, 141.0
185.0, 152.0
112.0, 105.0
125.0, 168.0
118.0, 124.0
123.0, 145.0
121.0, 99.0
123.0, 177.0
126.0, 116.0
125.0, 135.0
124.0, 156.0
129.0, 110.0
113.0, 170.0
122.0, 125.0
108.0, 133.0
109.0, 152.0
142.0, 149.0
172.0, 171.0
161.0, 156.0
134.0, 138.0
161.0, 179.0
147.0, 148.0
158.0, 159.0
81.0, 157.0
48.0, 184.0
71.0, 166.0
58.0, 173.0
134.0, 74.0
75.0, 114.0
52.0, 127.0
206.0, 159.0
143.0, 88.0
153.0, 100.0
165.0, 111.0
178.0, 121.0
191.0, 131.0
202.0, 142.0
73.0, 98.0
59.0, 90.0
53.0, 108.0
123.0, 102.0
186.0, 181.0
128.0, 117.0
141.0, 125.0
151.0, 135.0
163.0, 143.0
174.0, 152.0
181.0, 166.0
143.0, 142.0
130.0, 181.0
136.0, 160.0
121.0, 129.0
115.0, 158.0
147.0, 148.0
123.0, 182.0
131.0, 161.0
127.0, 134.0
144.0, 182.0
135.0, 148.0
141.0, 163.0
119.0, 130.0
115.0, 156.0
131.0, 100.0
182.0, 190.0
142.0, 109.0
157.0, 114.0
171.0, 120.0
182.0, 130.0
186.0, 144.0
181.0, 159.0
178.0, 174.0
131.0, 91.0
113.0, 112.0
176.0, 143.0
81.0, 151.0
143.0, 100.0
156.0, 107.0
166.0, 118.0
175.0, 129.0
103.0, 100.0
88.0, 107.0
78.0, 120.0
75.0, 137.0
122.0, 117.0
101.0, 149.0
111.0, 132.0
151.0, 83.0
97.0, 136.0
136.0, 91.0
119.0, 97.0
111.0, 108.0
109.0, 125.0
120.0, 98.0
88.0, 143.0
111.0, 107.0
94.0, 113.0
86.0, 125.0
225.0, 173.0
34.0, 184.0
221.0, 184.0
30.0, 189.0
104.0, 127.0
63.0, 157.0
80.0, 125.0
68.0, 138.0
140.0, 92.0
88.0, 150.0
132.0, 103.0
115.0, 107.0
102.0, 115.0
81.0, 114.0
77.0, 125.0
87.0, 136.0
74.0, 41.0
75.0, 52.0
127.0, 103.0
110.0, 171.0
60.0, 186.0
158.0, 188.0
123.0, 119.0
115.0, 132.0
101.0, 140.0
86.0, 147.0
77.0, 160.0
66.0, 170.0
115.0, 156.0
132.0, 153.0
145.0, 161.0
154.0, 172.0
122.0, 107.0
146.0, 128.0
99.0, 134.0
186.0, 160.0
109.0, 118.0
160.0, 125.0
170.0, 136.0
180.0, 147.0
101.0, 119.0
113.0, 144.0
151.0, 108.0
185.0, 147.0
166.0, 118.0
181.0, 128.0
105.0, 90.0
119.0, 107.0
225.0, 152.0
41.0, 162.0
98.0, 101.0
78.0, 102.0
66.0, 110.0
54.0, 118.0
45.0, 129.0
39.0, 144.0
134.0, 102.0
149.0, 107.0
158.0, 118.0
175.0, 122.0
192.0, 125.0
206.0, 131.0
216.0, 141.0
158.0, 101.0
215.0, 195.0
168.0, 113.0
181.0, 123.0
201.0, 125.0
207.0, 140.0
212.0, 155.0
214.0, 176.0
38.0, 115.0
42.0, 120.0
108.0, 66.0
